FileName,FolderPath,Width,Height,Mode
000_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\000,640,480,RGB
000_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\000,640,480,RGB
000_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\000,640,480,RGB
000_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\000,640,480,RGB
000_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\000,640,480,RGB
001_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\001,640,480,RGB
001_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\001,640,480,RGB
001_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\001,640,480,RGB
001_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\001,640,480,RGB
001_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\001,640,480,RGB
002_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\002,640,480,RGB
002_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\002,640,480,RGB
002_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\002,640,480,RGB
002_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\002,640,480,RGB
002_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\002,640,480,RGB
003_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\003,640,480,RGB
003_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\003,640,480,RGB
003_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\003,640,480,RGB
003_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\003,640,480,RGB
003_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\003,640,480,RGB
004_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\004,640,480,RGB
004_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\004,640,480,RGB
004_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\004,640,480,RGB
004_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\004,640,480,RGB
004_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\004,640,480,RGB
005_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\005,640,480,RGB
005_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\005,640,480,RGB
005_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\005,640,480,RGB
005_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\005,640,480,RGB
005_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\005,640,480,RGB
006_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\006,640,480,RGB
006_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\006,640,480,RGB
006_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\006,640,480,RGB
006_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\006,640,480,RGB
006_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\006,640,480,RGB
007_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\007,640,480,RGB
007_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\007,640,480,RGB
007_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\007,640,480,RGB
007_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\007,640,480,RGB
007_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\007,640,480,RGB
008_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\008,640,480,RGB
008_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\008,640,480,RGB
008_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\008,640,480,RGB
008_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\008,640,480,RGB
008_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\008,640,480,RGB
009_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\009,640,480,RGB
009_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\009,640,480,RGB
009_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\009,640,480,RGB
009_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\009,640,480,RGB
009_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\009,640,480,RGB
010_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\010,640,480,RGB
010_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\010,640,480,RGB
010_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\010,640,480,RGB
010_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\010,640,480,RGB
010_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\010,640,480,RGB
011_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\011,640,480,RGB
011_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\011,640,480,RGB
011_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\011,640,480,RGB
011_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\011,640,480,RGB
011_4.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\011,640,480,RGB
012_0.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\012,640,480,RGB
012_1.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\012,640,480,RGB
012_2.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\012,640,480,RGB
012_3.bmp,C:\Users\韩韩\Desktop\毕业设计\数据\casia-facev5\CASIA-FaceV5\CASIA-FaceV5_000-099\012,640,480,RGB
